date,mainCategoryName,subcategoryName,timeRecorded,timeSpent,currentLoggedInUser
2021-07-14,Entertainment,SM/Anime/MM,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-14,Skills,English Comms,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-14,Education,Studied/Revised,00:00am,483.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-15,Skills,Programming,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-15,Entertainment,SM/Anime/MM,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-15,Personal Growth,Reading,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-15,Education,Studied/Revised,00:00am,543.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-15,Sleep,Sleep,00:00am,426.74,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-15,Skills,English Comms,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-16,Sleep,Sleep,00:00am,427.38,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-16,Skills,Programming,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-16,Personal Growth,Reading,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-16,Entertainment,SM/Anime/MM,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-16,Skills,English Comms,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-16,Education,Studied/Revised,00:00am,554.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-17,Skills,English Comms,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-17,Entertainment,SM/Anime/MM,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-17,Personal Growth,Reading,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-17,Sleep,Sleep,00:00am,426.78,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-17,Education,Studied/Revised,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-17,Skills,Programming,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-18,Personal Growth,Reading,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-18,Sleep,Sleep,00:00am,427.72,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-18,Skills,English Comms,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-18,Skills,Programming,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-18,Entertainment,SM/Anime/MM,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-18,Education,Studied/Revised,00:00am,335.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-19,Skills,Programming,00:00am,60.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-19,Sleep,Sleep,00:00am,426.85,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-19,Education,Studied/Revised,00:00am,416.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-19,Skills,English Comms,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-19,Entertainment,SM/Anime/MM,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-19,Personal Growth,Reading,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-20,Entertainment,SM/Anime/MM,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-20,Skills,English Comms,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-20,Skills,Programming,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-20,Education,Studied/Revised,00:00am,424.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-20,Personal Growth,Reading,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-20,Sleep,Sleep,00:00am,428.29,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-21,Education,Studied/Revised,00:00am,468.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-21,Personal Growth,Reading,00:00am,30.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-21,Sleep,Sleep,00:00am,427.69,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-21,Skills,English Comms,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-21,Skills,Programming,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-21,Entertainment,SM/Anime/MM,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-22,Sleep,Sleep,00:00am,426.84,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-22,Entertainment,SM/Anime/MM,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-22,Skills,Programming,00:00am,39.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-22,Education,Studied/Revised,00:00am,305.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-22,Personal Growth,Reading,00:00am,60.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-22,Skills,English Comms,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-23,Skills,English Comms,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-23,Skills,Programming,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-23,Personal Growth,Reading,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-23,Entertainment,SM/Anime/MM,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-23,Education,Studied/Revised,00:00am,398.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-23,Sleep,Sleep,00:00am,428.09,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-24,Sleep,Sleep,00:00am,428.61,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-24,Skills,English Comms,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-24,Personal Growth,Reading,00:00am,10.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-24,Entertainment,SM/Anime/MM,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-24,Skills,Programming,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-24,Education,Studied/Revised,00:00am,220.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-25,Personal Growth,Reading,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-25,Sleep,Sleep,00:00am,427.96,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-25,Skills,Programming,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-25,Education,Studied/Revised,00:00am,208.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-25,Entertainment,SM/Anime/MM,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-25,Skills,English Comms,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-26,Sleep,Sleep,00:00am,428.51,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-26,Education,Studied/Revised,00:00am,472.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-26,Personal Growth,Reading,00:00am,76.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-26,Entertainment,SM/Anime/MM,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-26,Skills,English Comms,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-26,Skills,Programming,00:00am,42.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-27,Education,Studied/Revised,00:00am,424.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-27,Sleep,Sleep,00:00am,429.4,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-27,Entertainment,SM/Anime/MM,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-27,Personal Growth,Reading,00:00am,27.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-27,Skills,English Comms,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-27,Skills,Programming,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-28,Sleep,Sleep,00:00am,429.46,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-28,Entertainment,SM/Anime/MM,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-28,Education,Studied/Revised,00:00am,342.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-28,Skills,Programming,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-28,Skills,English Comms,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-28,Personal Growth,Reading,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-29,Skills,English Comms,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-29,Skills,Programming,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-29,Sleep,Sleep,00:00am,430.05,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-29,Education,Studied/Revised,00:00am,387.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-29,Personal Growth,Reading,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-29,Entertainment,SM/Anime/MM,00:00am,48.52,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-30,Entertainment,SM/Anime/MM,00:00am,119.23,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-30,Education,Studied/Revised,00:00am,41.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-30,Skills,Programming,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-30,Sleep,Sleep,00:00am,431.36,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-30,Skills,English Comms,00:00am,100.19,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-30,Personal Growth,Reading,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-31,Skills,Programming,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-31,Entertainment,SM/Anime/MM,00:00am,23.57,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-31,Skills,English Comms,00:00am,80.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-31,Education,Studied/Revised,00:00am,438.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-31,Personal Growth,Reading,00:00am,40.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-07-31,Sleep,Sleep,00:00am,431.75,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-01,Education,Studied/Revised,00:00am,504.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-01,Skills,Programming,00:00am,30.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-01,Skills,English Comms,00:00am,97.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-01,Personal Growth,Exercise,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-01,Personal Growth,Reading,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-01,Entertainment,SM/Anime/MM,00:00am,56.21,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-01,Sleep,Sleep,00:00am,432.91,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-01,Entertainment,Video Games,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-02,Education,Studied/Revised,00:00am,135.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-02,Entertainment,SM/Anime/MM,00:00am,118.66,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-02,Sleep,Sleep,00:00am,432.44,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-02,Personal Growth,Reading,00:00am,43.56,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-02,Skills,Programming,00:00am,70.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-02,Personal Growth,Exercise,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-02,Skills,English Comms,00:00am,60.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-02,Entertainment,Video Games,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-03,Entertainment,Video Games,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-03,Personal Growth,Reading,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-03,Skills,English Comms,00:00am,92.27,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-03,Entertainment,SM/Anime/MM,00:00am,120.07,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-03,Sleep,Sleep,00:00am,431.79,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-03,Personal Growth,Exercise,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-03,Skills,Programming,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-03,Education,Studied/Revised,00:00am,471.01,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-04,Education,Studied/Revised,00:00am,318.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-04,Entertainment,Video Games,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-04,Skills,Programming,00:00am,173.61,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-04,Skills,English Comms,00:00am,70.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-04,Entertainment,SM/Anime/MM,00:00am,99.26,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-04,Sleep,Sleep,00:00am,430.54,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-04,Personal Growth,Reading,00:00am,20.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-04,Personal Growth,Exercise,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-05,Sleep,Sleep,00:00am,431.14,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-05,Entertainment,Video Games,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-05,Skills,English Comms,00:00am,79.4,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-05,Personal Growth,Exercise,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-05,Personal Growth,Reading,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-05,Skills,Programming,00:00am,129.17,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-05,Education,Studied/Revised,00:00am,459.45,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-05,Entertainment,SM/Anime/MM,00:00am,85.89,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-06,Education,Studied/Revised,00:00am,483.95,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-06,Skills,English Comms,00:00am,100.55,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-06,Personal Growth,Exercise,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-06,Personal Growth,Reading,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-06,Skills,Programming,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-06,Sleep,Sleep,00:00am,431.1,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-06,Entertainment,Video Games,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-06,Entertainment,SM/Anime/MM,00:00am,87.11,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-07,Entertainment,Video Games,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-07,Entertainment,SM/Anime/MM,00:00am,147.52,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-07,Skills,Programming,00:00am,31.62,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-07,Education,Studied/Revised,00:00am,471.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-07,Personal Growth,Reading,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-07,Sleep,Sleep,00:00am,431.26,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-07,Skills,English Comms,00:00am,56.84,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-07,Personal Growth,Exercise,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-08,Skills,Programming,00:00am,88.24,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-08,Sleep,Sleep,00:00am,431.86,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-08,Personal Growth,Reading,00:00am,60.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-08,Skills,English Comms,00:00am,5.08,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-08,Education,Studied/Revised,00:00am,174.49,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-08,Personal Growth,Exercise,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-08,Entertainment,SM/Anime/MM,00:00am,96.57,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-08,Entertainment,Video Games,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-09,Personal Growth,Reading,00:00am,20.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-09,Sleep,Sleep,00:00am,431.38,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-09,Education,Studied/Revised,00:00am,365.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-09,Entertainment,Video Games,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-09,Skills,English Comms,00:00am,51.41,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-09,Personal Growth,Exercise,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-09,Skills,Programming,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-09,Entertainment,SM/Anime/MM,00:00am,128.11,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-10,Education,Studied/Revised,00:00am,61.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-10,Entertainment,SM/Anime/MM,00:00am,49.26,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-10,Personal Growth,Exercise,00:00am,0.0,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-10,Personal Growth,Reading,00:00am,40.36,hhANBj74wiclvfuDLGfuDlFZgJ62
2021-08-10,Skills,Programming,00:00am,77.28,hhANBj74wiclvfuDLGfuDlFZgJ62
